DATE,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
2023-01-27,1923.1,"1,769.60","249,823.40","1,551.90","2,558.40","1,772.30","156,824.70","13,047.70","36,171.60","7,218.80",28795750.7,"7,063.40","63,137.60","45,091,676.40","57,479.80","2,368,563.00","134,137.60","33,016.10","2,706.20"
2023-02-03,1875.4,"1,732.40","245,764.60","1,553.10","2,511.80","1,733.60","154,369.80","12,716.00","35,288.30","7,037.40",28072114.2,"6,888.20","62,698.60","43,976,957.50","56,753.00","2,334,585.70","132,401.40","32,741.70","2,699.90"
2023-02-10,1859.7,"1,743.30","244,550.60","1,543.50","2,484.80","1,719.90","153,494.10","12,670.00","35,021.90","6,978.70",28258141.5,"6,830.70","62,746.30","43,836,848.40","56,745.20","2,357,746.30","137,366.40","33,264.60","2,688.60"
2023-02-17,1834.0,"1,717.30","246,244.50","1,525.80","2,473.10","1,699.30","151,774.80","12,596.90","34,591.60","6,877.90",27839361.0,"6,736.10","63,201.60","43,510,463.80","56,045.90","2,377,551.10","135,574.80","33,136.40","2,671.50"
2023-02-24,1811.0,"1,717.00","247,104.10","1,516.00","2,466.00","1,702.50","150,289.50","12,603.90","34,196.20","6,794.30",27636908.0,"6,651.40","63,352.50","43,078,878.60","55,454.70","2,386,488.00","137,361.50","33,364.80","2,693.30"
2023-03-03,1841.2,"1,732.90","250,598.90","1,533.00","2,503.60","1,726.50","150,396.60","12,713.10","34,790.20","6,910.00",28141977.8,"6,762.40","63,620.90","43,686,807.20","56,645.60","2,391,267.20","139,034.10","33,436.20","2,723.60"
2023-03-10,1861.3,"1,744.50","250,784.80","1,543.30","2,568.20","1,710.10","152,537.60","12,866.50","35,295.60","6,987.50",28763757.5,"6,835.80","64,524.00","44,098,596.30","57,514.10","2,445,049.70","141,269.10","33,984.60","2,813.30"
2023-03-17,1962.1,"1,838.40","259,154.20","1,610.30","2,691.80","1,820.60","161,961.00","13,512.40","37,295.40","7,370.60",30159439.1,"7,206.00","66,789.90","46,280,052.70","60,433.70","2,561,874.70","151,328.10","36,050.30","2,925.00"
2023-03-24,1993.8,"1,852.60","260,589.70","1,630.40","2,739.70","1,832.70","164,251.60","13,692.00","38,016.80","7,490.10",30263890.2,"7,322.00","68,235.80","46,914,114.00","61,611.00","2,584,782.30","154,096.00","36,223.00","3,000.50"
2023-03-31,1979.7,"1,821.40","262,844.80","1,603.30","2,677.20","1,809.10","162,581.90","13,598.60","37,985.30","7,430.40",29642048.1,"7,270.70","67,535.50","46,465,538.70","60,968.00","2,581,231.80","153,676.80","35,107.80","2,955.20"
2023-04-07,2001.9,"1,830.90","263,470.10","1,606.30","2,697.80","1,809.70","163,845.70","13,758.70","38,547.00","7,510.50",29870349.9,"7,352.20","68,202.70","46,956,566.40","61,856.50","2,633,759.70","163,218.50","36,465.80","2,997.80"
2023-04-14,2019.4,"1,839.50","270,155.30","1,627.90","2,703.40","1,808.20","164,621.50","13,876.10","39,109.90","7,574.40",29907314.0,"7,416.00","69,414.90","47,342,813.60","62,396.20","2,639,032.70","166,146.30","36,531.60","3,014.90"
2023-04-21,1973.7,"1,797.70","264,725.70","1,587.80","2,672.70","1,761.90","161,970.60","13,601.40","38,291.60","7,402.80",29486331.0,"7,248.00","67,937.00","46,357,091.20","60,976.10","2,627,125.50","161,534.40","35,717.50","2,950.20"
2023-04-28,1982.6,"1,797.30","269,785.40","1,576.60","2,686.80","1,769.00","162,045.30","13,703.00","38,563.00","7,436.00",29080043.4,"7,279.70","67,658.50","46,508,640.50","61,263.00","2,652,909.60","159,050.10","36,260.40","2,996.20"
2023-05-05,2001.0,"1,813.80","269,467.90","1,582.20","2,682.30","1,782.30","163,437.00","13,825.40","39,028.90","7,504.60",29363941.3,"7,347.90","67,766.20","46,922,277.50","61,936.40","2,637,732.30","153,826.80","36,820.70","2,963.10"
2023-05-12,2019.9,"1,861.30","274,019.60","1,622.20","2,738.40","1,814.10","166,028.70","14,055.10","39,578.50","7,575.60",29981375.7,"7,417.30","68,662.50","47,388,873.90","62,401.40","2,708,867.70","156,275.20","39,005.50","3,040.20"
2023-05-19,1961.6,"1,812.80","270,288.90","1,573.40","2,647.80","1,763.10","162,472.50","13,752.60","38,866.80","7,356.60",29296496.0,"7,203.40","67,371.20","46,036,790.40","60,625.40","2,601,748.50","157,864.30","38,088.40","2,942.70"
2023-05-26,1947.9,"1,817.10","273,874.70","1,578.00","2,652.90","1,763.80","160,889.70","13,760.20","38,916.10","7,305.40",29206812.6,"7,153.10","67,668.10","45,738,639.90","60,200.80","2,581,045.40","155,130.80","38,300.60","2,990.30"
2023-06-02,1963.3,"1,833.10","274,639.00","1,576.90","2,639.00","1,783.80","161,759.00","13,916.30","41,036.60","7,363.80",29195490.8,"7,211.00","68,309.30","46,108,889.50","60,659.50","2,565,614.40","159,116.70","38,345.80","2,969.20"
2023-06-09,1960.3,"1,823.90","273,187.40","1,558.00","2,616.20","1,770.20","161,489.50","13,980.90","45,810.10","7,351.70",29155541.9,"7,200.00","67,804.80","46,027,844.00","60,673.10","2,527,748.00","161,739.50","36,704.70","2,908.00"
2023-06-16,1959.8,"1,792.30","278,010.10","1,527.80","2,585.70","1,751.60","160,538.80","13,966.80","46,318.50","7,350.20",29341377.0,"7,198.00","67,972.00","46,122,716.30","60,548.20","2,503,561.00","164,301.50","35,663.90","2,853.00"
2023-06-23,1930.7,"1,773.60","277,769.80","1,520.40","2,548.10","1,734.00","158,292.10","13,861.50","48,750.80","7,242.30",29014559.6,"7,091.70","68,078.40","45,415,856.10","59,659.40","2,528,657.10","163,054.00","36,242.10","2,889.40"
2023-06-30,1912.3,"1,751.50","275,995.00","1,503.80","2,529.70","1,710.90","156,895.30","13,871.10","49,819.90","7,173.40",28746854.3,"7,023.90","67,506.30","45,096,591.80","59,089.50","2,520,249.90","170,798.90","35,955.30","2,867.40"
2023-07-07,1922.3,"1,752.00","273,178.10","1,496.10","2,550.70","1,707.00","158,806.40","13,885.70","50,156.80","7,211.30",29140145.7,"7,060.60","67,480.40","45,458,550.40","59,403.10","2,493,088.50","175,645.70","36,212.90","2,869.10"
2023-07-14,1953.7,"1,738.30","270,919.60","1,489.90","2,582.00","1,682.90","160,391.50","13,942.20","51,138.90","7,329.90",29246889.0,"7,175.90","67,715.20","46,197,190.20","60,367.40","2,477,389.30","176,481.00","35,348.10","2,853.00"
2023-07-21,1960.6,"1,762.50","277,758.20","1,524.70","2,590.30","1,697.30","160,788.80","14,093.00","52,814.60","7,354.60",29461936.2,"7,201.30","67,530.90","46,389,756.60","60,392.80","2,524,782.30","177,763.10","35,194.50","2,910.20"
2023-07-28,1954.3,"1,772.40","275,275.70","1,518.10","2,585.70","1,696.90","160,665.70","13,968.00","52,656.30","7,330.80",29479861.3,"7,178.00","66,913.50","46,300,091.00","60,386.50","2,494,228.80","179,530.10","34,366.90","2,933.40"
2023-08-04,1942.5,"1,760.40","275,517.10","1,519.70","2,587.70","1,692.10","160,549.30","13,928.30","52,414.30","7,287.30",29410635.5,"7,134.60","67,236.00","46,094,338.50","60,121.20","2,525,728.90","185,676.10","35,739.70","2,940.40"
2023-08-11,1915.8,"1,750.10","277,656.90","1,509.60","2,575.60","1,680.70","158,836.70","13,867.90","51,819.10","7,188.10",29348140.2,"7,036.70","67,340.40","45,505,997.40","59,192.10","2,549,470.00","189,555.40","36,293.90","2,951.50"
2023-08-18,1893.7,"1,741.70","274,719.10","1,485.80","2,563.50","1,669.90","157,404.30","13,788.60","51,347.10","7,101.90",28973610.0,"6,955.60","67,048.30","45,107,934.00","58,506.60","2,539,300.20","177,917.10","35,910.80","2,952.50"
2023-08-25,1915.5,"1,774.30","280,352.60","1,522.40","2,608.10","1,696.20","158,177.20","13,960.20","50,841.20","7,186.20",29307150.0,"7,035.60","67,308.80","45,891,549.00","59,167.30","2,538,650.50","182,032.50","35,682.10","2,990.20"
2023-09-01,1940.6,"1,799.50","283,611.40","1,541.50","2,639.70","1,718.90","160,452.20","14,101.20","51,845.90","7,279.00",29599209.2,"7,127.80","68,130.80","46,738,146.80","59,968.60","2,563,951.70","186,939.20","36,538.40","3,009.10"
2023-09-08,1927.8,"1,800.80","284,871.00","1,546.90","2,627.40","1,721.30","160,009.30","14,158.00","51,758.00","7,230.80",29578235.4,"7,081.00","68,662.50","46,384,795.80","59,566.90","2,575,001.00","188,861.80","36,911.20","3,022.60"
2023-09-15,1927.7,"1,806.30","285,049.00","1,554.60","2,606.10","1,728.20","160,249.30","14,024.20","52,014.40","7,230.60",29615255.1,"7,080.40","68,842.00","46,742,869.60","59,663.10","2,560,159.10","186,402.80","36,650.20","2,994.70"
2023-09-22,1927.4,"1,808.70","285,806.70","1,573.10","2,596.30","1,747.00","159,917.60","14,066.80","52,359.90","7,229.90",29617587.5,"7,079.00","69,321.00","46,900,134.90","59,556.50","2,572,723.20","184,597.00","36,151.50","2,988.60"
2023-09-29,1870.5,"1,768.30","279,471.40","1,532.40","2,533.60","1,710.60","155,445.80","13,650.90","51,294.90","7,015.50",28959081.0,"6,870.40","68,407.90","45,518,617.50","57,796.00","2,523,098.80","180,724.30","35,342.20","2,904.10"
2023-10-06,1819.6,"1,720.00","271,648.10","1,487.30","2,487.60","1,656.00","151,268.40","13,278.40","50,224.10","6,824.80",28469461.6,"6,683.40","67,252.40","44,385,502.80","56,041.00","2,447,307.40","183,239.70","35,161.60","2,852.50"
2023-10-13,1909.2,"1,816.70","285,559.00","1,573.00","2,606.80","1,720.80","158,902.70","13,948.00","53,095.20","7,162.40",29978258.4,"7,012.50","69,258.10","46,678,030.80","58,981.30","2,582,479.40","186,517.80","36,292.90","3,033.40"
2023-10-20,1988.5,"1,877.70","297,976.70","1,636.10","2,722.90","1,773.90","165,371.60","14,546.50","55,663.90","7,458.90",31583345.5,"7,303.80","72,548.40","48,791,824.50","61,439.70","2,686,662.40","190,307.40","37,760.40","3,146.90"
2023-10-27,1982.9,"1,873.70","296,701.30","1,634.40","2,749.30","1,790.80","165,195.40","14,509.30","55,816.10","7,439.10",31512246.8,"7,283.20","71,709.60","48,723,818.80","61,277.60","2,686,968.30","187,045.20","37,314.20","3,127.10"
2023-11-03,1994.5,"1,857.60","297,891.10","1,610.50","2,728.00","1,790.80","165,718.90","14,536.40","56,636.80","7,482.20",31127381.2,"7,325.60","70,759.10","48,973,719.80","61,610.40","2,607,344.50","184,141.60","36,345.70","3,062.30"
2023-11-10,1941.7,"1,818.20","294,276.50","1,589.30","2,681.40","1,752.10","161,726.60","14,153.30","55,432.20","7,282.90",30481963.4,"7,131.70","69,911.10","47,230,636.30","59,995.60","2,560,492.70","179,282.10","36,402.80","3,054.40"
2023-11-17,1981.1,"1,819.20","296,563.20","1,593.00","2,719.00","1,756.00","164,940.60","14,286.50","56,841.70","7,429.90",30563639.4,"7,276.20","69,572.50","48,095,931.90","61,255.10","2,567,539.90","177,319.80","36,370.50","3,045.90"
2023-11-24,2000.9,"1,828.80","299,187.10","1,587.00","2,723.20","1,763.80","166,650.80","14,304.30","57,773.50","7,504.00",31061195.4,"7,348.50","70,678.00","48,560,629.50","61,829.50","2,609,008.40","178,324.00","37,707.40","3,036.20"
2023-12-01,2045.4,"1,879.60","300,367.00","1,611.20","2,760.50","1,780.30","170,309.00","14,583.50","59,108.80","7,673.90",31540068.0,"7,511.30","71,292.40","49,676,629.80","63,200.60","2,648,997.50","185,078.00","38,102.30","3,065.70"
2023-12-08,2008.1,"1,867.00","290,793.00","1,600.60","2,730.80","1,768.50","167,576.00","14,398.50","58,181.70","7,531.80",31276157.5,"7,373.70","71,390.00","48,656,263.00","62,052.10","2,645,932.80","184,393.00","38,108.10","3,053.70"
2023-12-15,2032.3,"1,862.80","288,667.90","1,599.50","2,716.60","1,765.30","168,721.60","14,469.40","58,972.50","7,623.60",31535199.1,"7,463.80","70,778.90","49,319,856.40","62,850.50","2,641,441.30","183,530.70","37,148.80","3,028.80"
2023-12-22,2041.7,"1,858.50","290,472.70","1,612.20","2,717.90","1,752.20","169,918.40","14,573.30","59,536.40","7,659.00",31627974.7,"7,498.40","70,983.80","49,674,561.00","63,095.50","2,651,290.40","187,740.40","37,577.50","3,011.40"
2023-12-29,2078.4,"1,876.80","293,511.70","1,631.50","2,746.80","1,747.70","172,873.20","14,775.40","61,211.20","7,794.00",32094652.8,"7,633.60","71,050.10","50,430,297.60","64,277.00","2,677,124.70","184,458.00","38,464.10","3,035.90"
2024-01-05,2056.4,"1,878.60","297,656.70","1,616.10","2,743.60","1,747.70","170,942.10","14,696.70","61,365.60","7,711.90",31939228.2,"7,552.40","71,429.40","50,080,347.90","63,331.50","2,701,118.50","186,998.90","38,421.10","3,062.80"
2024-01-12,2055.7,"1,877.30","297,987.00","1,613.50","2,755.20","1,754.30","170,304.60","14,735.90","61,873.00","7,709.90",31967413.2,"7,550.20","71,884.00","50,365,480.70","63,516.90","2,698,492.90","181,692.70","38,358.20","3,074.10"
2024-01-19,2028.6,"1,862.80","300,468.80","1,598.80","2,730.60","1,763.00","168,567.40","14,593.00","61,256.30","7,608.30",31659579.9,"7,450.70","72,037.90","49,756,274.40","62,674.10","2,708,459.10","178,422.50","38,572.10","3,077.80"
2024-01-26,2018.5,"1,857.90","298,710.40","1,587.70","2,717.40","1,743.50","167,762.10","14,487.20","61,190.50","7,569.80",31802698.2,"7,413.80","71,866.90","49,661,943.80","62,367.90","2,695,983.10","181,393.10","37,897.60","3,067.10"
2024-02-02,2034.2,"1,886.30","302,132.30","1,612.00","2,739.40","1,764.80","168,863.70","14,632.70","61,964.50","7,628.30",32005316.1,"7,471.20","72,346.60","49,537,655.00","62,853.20","2,724,560.90","184,585.90","38,485.10","3,126.10"
2024-02-09,2023.5,"1,876.00","302,209.70","1,602.10","2,725.70","1,770.60","167,874.60","14,556.30","62,102.80","7,588.50",31625281.5,"7,432.10","72,738.80","49,430,058.00","62,519.90","2,696,576.80","184,442.00","38,515.30","3,104.00"
2024-02-16,1997.9,"1,853.70","300,144.50","1,584.60","2,692.20","1,759.80","165,765.80","14,372.10","61,615.60","7,492.70",31251151.8,"7,338.10","71,894.40","49,000,495.40","61,721.90","2,661,982.00","184,571.60","37,679.40","3,054.90"
2024-02-23,2027.5,"1,872.90","304,948.80","1,599.20","2,736.50","1,785.40","167,954.00","14,589.30","62,972.60","7,604.00",31616055.3,"7,446.80","72,856.40","49,919,873.90","62,644.20","2,696,670.70","192,338.10","39,053.20","3,088.70"
2024-03-01,2049.8,"1,891.30","307,777.50","1,619.60","2,778.30","1,812.00","169,832.10","14,752.00","64,279.50","7,687.40",32196208.6,"7,528.70","73,503.80","50,527,570.00","63,337.60","2,730,702.60","188,038.00","39,129.50","3,139.10"
2024-03-08,2171.2,"1,984.80","319,231.50","1,689.80","2,927.20","1,903.70","179,571.10","15,601.60","69,336.00","8,143.50",33740448.0,"7,974.60","76,830.10","53,522,251.20","107,256.60","2,859,969.80","197,735.30","40,683.30","3,277.80"
2024-03-15,2163.5,"1,987.70","322,440.60","1,699.60","2,930.60","1,912.70","179,241.80","15,569.30","69,649.00","8,113.60",33838521.5,"7,945.50","77,680.80","53,484,810.90","103,422.40","2,883,143.30","200,173.40","40,637.00","3,299.00"
